"","name","unique_id","birth_province","birth_prefecture","birth_county","birth_year","birth_month","rural","ethnicity","participated_long_march","CCP_member_before_1949","second_field","parent_military","parent_military_rank","parent_long_march","parent_CCP_pre_1949","parent_CCP_leader","parent_CCP_leader_highest_position","highest_education","education","college1_name","college1_year","college1_foreign","college1_major","college2_name","college2_year","college2_foreign","college2_major","graduate_degree_1","graduate_university_name_1","graduate_graduated_year_1","graduate_university_foreign_1","graduate_major_1","cc1","cc2","cc3","cc4","cc5","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc18","cc19","cmc","cmc_spells","cmc_first","cmc_last","yuanshuai_year","shangjiang_year","zhongjiang_year","combat","general","general_rank","cc_full_member","cc_full_alt_member","politburo_member","general_xi","general_hu","general_jiang","general_deng","cc_xi","cc_hu","cc_jiang","cc_deng","cmc_xi","cmc_hu","cmc_jiang","cmc_deng","deng.network","jiang.network","hu.network","xi.network","xi.network.alt","jiang.network.alt","hu.network.alt","cmc_chair_connection","cmc_chair_connection_alt","cmc_chair_connection_current","cmc_chair_connection_current_alt","combat_post_1949","college","postgrad","commissar","minority","cohort_decade","post_deng","general_year","first_year","last_year","year","xi.office","hu.office","jiang.office","deng.office","xi.varying","hu.varying","jiang.varying","deng.varying","xi.varying.alt","hu.varying.alt","jiang.varying.alt","cmc_connection_varying","cmc_connection_varying_alt","general_varying","age","foreign","foreign2","foreign2000","foreign2001","foreign2002","foreign2003","domestic","domestic2","domestic1990","domestic1991","domestic1992","domestic1993","domestic2012","domestic2013","domestic2014","domestic2015","education_level"
"1086-2008","陈传阔","1086","安徽","淮南市","",1945,10,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","1988","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2103,NA,NA,NA,0,NA,NA,NA,NA,NA,2001,"",0,0,1,1,0,NA,NA,0,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2003,2009,"2008",0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1086-2009","陈传阔","1086","安徽","淮南市","",1945,10,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"国防大学","1988","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2103,NA,NA,NA,0,NA,NA,NA,NA,NA,2001,"",0,0,1,1,0,NA,NA,0,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2003,2009,"2009",0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1093-2004","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2005","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2006","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2006",0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2007","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2007",0,1,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2008","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2008",0,1,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2009","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2009",0,1,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2010","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2010",0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2011","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1093-2012","陈国令","1093","辽宁","大连市","庄河市",1947,6,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,0,NA,NA,NA,NA,2010,2006,"",1,1,1,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,1,0,"4",1,2007,2004,2012,"2012",1,0,0,0,1,0,0,0,0,0,0,1,0,1,65,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"1094-1985","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1985",0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1094-1986","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1986",0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1094-1987","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1987",0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1094-1988","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1988",0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1094-1989","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1989",0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1094-1990","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2
"1094-1991","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1991",0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2
"1094-1992","陈培民","1094","山东","威海市","荣成市",1927,11,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","军校",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2",1,NA,1985,1992,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2
"1095-2017","陈学斌","1095","","","",1959,10,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2017,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2017,2018,"2017",1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1095-2018","陈学斌","1095","","","",1959,10,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2017,"",0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"5",1,NA,2017,2018,"2018",1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1099-2009","陈小工","1099","山东","威海市","荣成市",1949,8,1,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"南京军事学院","","","","吉林大学","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2009,2012,"2009",0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1099-2010","陈小工","1099","山东","威海市","荣成市",1949,8,1,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"南京军事学院","","","","吉林大学","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2009,2012,"2010",0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1099-2011","陈小工","1099","山东","威海市","荣成市",1949,8,1,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"南京军事学院","","","","吉林大学","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2009,2012,"2011",0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1099-2012","陈小工","1099","山东","威海市","荣成市",1949,8,1,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"南京军事学院","","","","吉林大学","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008,"",0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"4",1,NA,2009,2012,"2012",1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2
"1100-1998","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1100-1999","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1100-2000","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"1100-2001","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"1100-2002","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1100-2003","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1100-2004","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1100-2005","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1100-2006","陈希滔","1100","福建","福州市","",1943,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1,NA,1998,2006,"2006",0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1103-1980","陈德先","1103","江西","吉安市","泰和县",1915,12,0,"",1,1,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Japan, Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,NA,1980,1982,"1980",0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1103-1981","陈德先","1103","江西","吉安市","泰和县",1915,12,0,"",1,1,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Japan, Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,NA,1980,1982,"1981",0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1103-1982","陈德先","1103","江西","吉安市","泰和县",1915,12,0,"",1,1,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Japan, Communist",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,NA,1980,1982,"1982",0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1105-1987","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1987",0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1105-1988","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1988",0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1105-1989","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1989",0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1105-1990","陈明山","1105","山西","忻州市","原平市",1931,NA,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","军校",2,"中国人民解放军军事学院","","","高级系","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"",0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,NA,1987,1994,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2
